query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	alntmscore	qtmscore	ttmscore	prob
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6N4XUM9_unreviewed_MACPF_domain-containing_protein_taxID_2675058_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.250	32	20	1	3	30	1	32	9.208E+00	4.411E-01	4.411E-01	4.282E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7K1Y0H6_unreviewed_MACPF_domain-containing_protein_taxID_2695274_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.242	33	17	1	6	30	2	34	7.450E+00	2.650E-01	2.650E-01	2.381E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A412P7B3_unreviewed_MACPF_domain-containing_protein_taxID_329854_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.200	30	23	1	1	30	1	29	8.584E+00	3.727E-01	3.727E-01	3.266E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1W2DHC8_unreviewed_MACPF_domain-containing_protein_taxID_151894_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.300	10	7	0	1	10	1	10	9.208E+00	5.460E-01	2.472E-01	1.889E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A174TDY7_unreviewed_MACPF_domain-containing_protein_taxID_818_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.185	27	17	1	1	27	1	22	6.010E+00	2.313E-01	2.259E-01	1.588E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A415DFG1_unreviewed_MACPF_domain-containing_protein_taxID_821_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.142	35	25	1	1	30	1	35	7.450E+00	3.299E-01	3.299E-01	1.941E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A255T275_unreviewed_MACPF_domain-containing_protein_taxID_2024223_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.242	33	22	1	1	30	1	33	9.208E+00	4.918E-01	4.918E-01	3.249E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1Q6EDZ3_unreviewed_MACPF_domain-containing_protein_taxID_1897040_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.166	18	15	0	2	19	3	20	6.937E+00	2.590E-01	2.931E-01	1.240E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A848FYJ3_unreviewed_MACPF_domain-containing_protein_taxID_2728841_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.454	22	9	2	11	30	10	30	7.450E+00	2.014E-01	2.338E-01	2.338E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	H8KQN2_unreviewed_MACPF_domain-containing_protein_taxID_929556_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.062	16	15	0	1	16	1	16	9.208E+00	3.053E-01	2.930E-01	2.900E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A3G6U0S3_unreviewed_MACPF_domain-containing_protein_taxID_1241978_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.242	33	20	1	3	30	1	33	8.584E+00	2.923E-01	2.923E-01	2.832E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7W9E2N6_unreviewed_MACPF_domain-containing_protein_taxID_188932_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.159	44	22	2	1	30	1	43	7.998E+00	2.654E-01	2.654E-01	2.156E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7X0R4F6_unreviewed_MACPF_domain-containing_protein_taxID_2761620_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.096	31	24	1	4	30	10	40	9.208E+00	2.427E-01	2.427E-01	2.110E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A412S128_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.200	15	12	0	2	16	16	30	9.871E+00	3.334E-01	2.951E-01	2.472E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	C3J7W9_unreviewed_MACPF_domain-containing_protein_taxID_553175_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.300	20	11	1	4	23	38	54	9.208E+00	2.269E-01	1.732E-01	1.167E-01	0.000
A0A1G8CYT3_unreviewed_MACPF_domain-containing_protein_taxID_28116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7J5QWA3_unreviewed_MACPF_domain-containing_protein_taxID_371601_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.166	30	21	1	1	26	1	30	8.584E+00	1.741E-01	1.741E-01	1.299E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	1.000	32	0	0	1	32	1	32	4.200E-05	1.000E+00	1.000E+00	1.000E+00	1.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A1Q3UM77_unreviewed_MACPF_domain-containing_protein_taxID_1895794_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.303	33	22	1	1	32	2	34	1.658E+00	3.168E-01	3.168E-01	2.922E-01	0.009
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A6N4XUM9_unreviewed_MACPF_domain-containing_protein_taxID_2675058_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.062	32	30	0	1	32	1	32	2.523E+00	3.750E-01	3.750E-01	3.750E-01	0.008
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A3M7TD05_unreviewed_MACPF_domain-containing_protein_taxID_2305228_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.031	32	31	0	1	32	1	32	4.172E+00	3.677E-01	3.677E-01	3.677E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	H8KL21_unreviewed_MACPF_domain-containing_protein_taxID_929556_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.192	26	21	0	7	32	8	33	3.837E+00	3.737E-01	3.540E-01	3.495E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A966DVA7_unreviewed_MACPF_domain-containing_protein_taxID_2695265_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.281	32	20	1	1	32	1	29	3.245E+00	2.597E-01	2.617E-01	2.597E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A396BWT2_unreviewed_MACPF_domain-containing_protein_taxID_817_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.318	22	15	0	1	22	1	22	3.837E+00	3.230E-01	3.139E-01	2.792E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2U2PIF6_unreviewed_MACPF_domain-containing_protein_taxID_2173175_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.125	32	28	0	1	32	1	32	5.828E+00	4.181E-01	4.181E-01	4.181E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A848GZJ6_unreviewed_MACPF_domain-containing_protein_taxID_2728842_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.173	23	19	0	10	32	2	24	6.880E+00	4.164E-01	3.904E-01	4.177E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A174TYD4_unreviewed_MACPF_domain-containing_protein_taxID_818_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.333	21	14	0	9	29	3	23	4.537E+00	2.764E-01	2.737E-01	2.878E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7X0R4F6_unreviewed_MACPF_domain-containing_protein_taxID_2761620_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.333	30	17	2	1	29	1	28	5.362E+00	3.600E-01	3.583E-01	3.369E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7U3SPP1_unreviewed_MACPF_domain-containing_protein_taxID_2789740_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.172	29	23	1	1	29	1	28	6.880E+00	3.448E-01	3.285E-01	3.448E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A016FKL9_unreviewed_MACPF_domain-containing_protein_taxID_1339337_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.272	22	16	0	1	22	1	22	5.828E+00	2.921E-01	2.595E-01	2.433E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.263	19	14	0	9	27	4	22	8.113E+00	3.108E-01	2.883E-01	3.077E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A497Y471_unreviewed_MAC_Perforin_domain-containing_protein_taxID_475253_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.304	23	15	1	1	23	1	22	6.880E+00	3.048E-01	2.952E-01	3.047E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A420CKE5_unreviewed_MACPF_domain-containing_protein_taxID_2183997_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.121	33	28	1	1	32	1	33	8.113E+00	2.808E-01	2.808E-01	2.744E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2N0XFL6_unreviewed_MACPF_domain-containing_protein_taxID_1033900_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.266	15	11	0	10	24	3	17	6.880E+00	2.686E-01	2.585E-01	2.517E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7G9QB54_unreviewed_MACPF_domain-containing_protein_taxID_336820_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.263	19	14	0	1	19	1	19	7.473E+00	2.803E-01	2.364E-01	1.971E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A1Y4ILV7_unreviewed_MACPF_domain-containing_protein_taxID_823_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.400	15	9	0	10	24	109	123	7.473E+00	2.944E-01	2.184E-01	8.683E-02	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A412RYA5_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.142	21	18	0	1	21	1	21	6.880E+00	2.581E-01	2.231E-01	1.099E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A1H6AL48_unreviewed_MACPF_domain-containing_protein_taxID_797291_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.250	24	13	1	1	24	1	19	7.473E+00	2.488E-01	2.329E-01	2.488E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	R6DP06_unreviewed_MACPF_domain-containing_protein_taxID_1262750_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.227	22	17	0	1	22	1	22	7.473E+00	1.816E-01	2.114E-01	2.075E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7Y0A8J8_unreviewed_MACPF_domain-containing_protein_taxID_2728845_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.100	20	18	0	13	32	15	34	9.544E+00	3.246E-01	3.536E-01	3.439E-01	0.000
A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A1M4VGC9_unreviewed_MACPF_domain-containing_protein_taxID_288992_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.350	20	12	1	1	19	1	20	9.544E+00	2.888E-01	2.783E-01	2.294E-01	0.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	1.000	120	0	0	1	120	1	120	1.205E-23	1.000E+00	1.000E+00	1.000E+00	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A316MT16_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.573	122	50	2	1	120	1	122	2.103E-17	8.638E-01	8.638E-01	8.503E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A316MMH4_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.347	118	75	2	1	116	1	118	7.462E-13	7.994E-01	7.870E-01	7.706E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A3G9DPV2_unreviewed_MACPF_domain-containing_protein_taxID_1978337_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.270	111	77	2	1	111	1	107	7.567E-12	8.309E-01	7.734E-01	7.917E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A9D5QP56_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.379	124	72	5	1	120	1	123	8.862E-12	7.649E-01	7.649E-01	7.474E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A413HA14_unreviewed_MACPF_domain-containing_protein_taxID_871324_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.180	105	79	3	1	105	1	98	1.202E-08	7.694E-01	6.829E-01	7.581E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A412IL13_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.209	105	76	4	1	105	1	98	7.100E-09	7.508E-01	6.662E-01	7.372E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A108TGA0_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.176	102	75	4	3	102	4	98	1.202E-08	7.655E-01	6.611E-01	7.152E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7C6M164_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.181	116	89	3	2	115	1	112	8.765E-09	7.260E-01	7.042E-01	7.204E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A120A4D7_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.200	105	77	4	1	105	1	98	1.484E-08	7.526E-01	6.675E-01	7.400E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	E6SR76_unreviewed_Membrane_attack_complex_component_perforin__MACPF__domain_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.159	113	86	3	2	114	1	104	4.483E-08	7.604E-01	6.874E-01	7.604E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A642PY68_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.188	127	90	4	1	120	1	121	7.999E-08	6.668E-01	6.668E-01	6.620E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7X8F550_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.149	114	87	4	1	113	1	105	1.586E-07	7.369E-01	6.786E-01	7.369E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A9D5S5T9_unreviewed_MACPF_domain-containing_protein_taxID_59823_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.275	116	66	5	1	105	1	109	2.145E-08	6.380E-01	6.177E-01	5.941E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A120A4E1_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.185	124	88	5	1	114	1	121	6.148E-08	6.497E-01	6.497E-01	6.222E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A412RYA5_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.180	100	74	3	10	105	23	118	2.685E-07	7.192E-01	6.117E-01	5.696E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A108TDY5_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.186	102	74	3	6	102	20	117	7.999E-08	6.688E-01	5.840E-01	5.374E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A3P2ACT2_unreviewed_BACON_domain-containing_protein_taxID_28113_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.181	116	85	4	1	112	1	110	6.571E-07	7.182E-01	6.962E-01	6.823E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	R5N6F0_unreviewed_Membrane_attack_complex_component_perforin__MACPF__domain_protein_taxID_1262735_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.156	102	80	4	12	113	11	106	6.571E-07	7.360E-01	6.381E-01	6.898E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A9D1UZM0_unreviewed_MACPF_domain-containing_protein_taxID_2838706_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.163	116	77	6	1	111	1	101	2.175E-07	6.448E-01	6.038E-01	6.448E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A562VL18_unreviewed_BACON_domain-containing_protein_taxID_28119_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.158	120	83	5	1	109	1	113	8.550E-07	6.384E-01	6.384E-01	6.250E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A1Q6EE04_unreviewed_MACPF_domain-containing_protein_taxID_1897040_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.155	109	80	4	9	115	17	115	2.722E-06	6.851E-01	6.333E-01	6.423E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	F3QYX8_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.172	116	84	3	1	111	1	109	1.985E-06	6.494E-01	6.305E-01	6.398E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7C6M2R1_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.174	126	85	4	1	116	1	117	1.303E-06	6.113E-01	6.069E-01	6.113E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A413HA13_unreviewed_MACPF_domain-containing_protein_taxID_871324_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.163	110	78	5	1	102	12	115	1.373E-06	6.273E-01	5.810E-01	5.412E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A1Q6EDY6_unreviewed_BACON_domain-containing_protein_taxID_1897040_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.156	102	78	4	1	100	1	96	3.025E-06	6.790E-01	5.899E-01	5.943E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A413HAP3_unreviewed_MACPF_domain-containing_protein_taxID_871324_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.166	126	82	4	1	107	1	122	1.303E-06	5.926E-01	5.926E-01	5.460E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	E6SR77_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.233	124	74	4	1	117	1	110	1.787E-06	5.885E-01	5.665E-01	5.885E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	R5MLW8_unreviewed_MACPF_domain-containing_protein_taxID_1262735_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.220	127	81	5	1	120	1	116	2.583E-06	6.229E-01	6.049E-01	6.229E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A108TGA1_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.134	104	79	5	4	101	17	115	4.091E-07	5.445E-01	4.851E-01	4.511E-01	1.000
A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A9D1UZP6_unreviewed_MACPF_domain-containing_protein_taxID_2838706_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.197	91	68	2	21	111	19	104	1.719E-05	7.043E-01	5.564E-01	5.816E-01	1.000
